Product name,Category,Option,Brand,Sold by,Country of Manufacture,Express Shipping,Return Policy,Warranty,Image URL,Price,Special price,Discount,Quantity,Description,Availability,Product link
Crispo Kheer Mix Rice Pudding,Dessert Mixes,155 gm,Crispo,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000070239.jpg,Rs 69 | Exact price: 69.0000 PKR,,false,6,"Haleem or Daleem is a well-known dish in Pakistani households. Make scrumptious Haleem at your home with Wheat Husk (Haleem Mix), available in 1 kg.",1,https://hummart.com/crispo-kheer-mix-rice-pudding-155-gm.html
Dipitt Chilli Garlic Sauce,Tomato Ketchup & Sauces,310 gm,Dipitt,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/7/8/788821012845.jpg,Rs 140 | Exact price: 140.0000 PKR,,false,7,Go on a dreamy ride with Cadbury Dairy Milk Bubbly because these bubbles are not just filled with chocolate but joy,1,https://hummart.com/dipitt-chilli-garlic-sauce-310-gm.html
Salman's Bbq Sauce,Tomato Ketchup & Sauces,470 gm,Salmans,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000034224.jpg,Rs 145 | Exact price: 145.0000 PKR,,false,1,,1,https://hummart.com/salmans-bbq-sauce-470gm.html
Nando's Peri Peri Sauce Wild Herb Medium,Tomato Ketchup & Sauces,250 gm,Nando's,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6003770000632.jpg,Rs 489 | Exact price: 489.0000 PKR,,false,1,,1,https://hummart.com/nandos-peri-peri-sauce-wild-herb-medium-250gm.html
Menu Gola Kabab,Frozen Foods,360 gm,Menu,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000068816.jpg,Rs 380 | Exact price: 380.0000 PKR,,false,1,Eva VTF Banaspati 1 Kg Pouch,1,https://hummart.com/menu-gola-kabab-360-gm.html
Mitchells Garden Peas,Canned & Packaged Foods,450 gm,Mitchells,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8961005100015.jpg,Rs 150 | Exact price: 150.0000 PKR,,false,4,"Cooking and kitchen without match-sticks is not possible! This everyday essential Super Hockey Safety Matches Pack, is available in a pack of 10 Pieces (Boxes) to provide you with high quality.",1,https://hummart.com/mitchells-garden-peas-450-gm.html
Mon Salwa Chicken Seekh Kabab 360G,Frozen Foods,12 Pcs,Mon Salwa,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000159385.jpg,Rs 399 | Exact price: 399.0000 PKR,,false,3,"For everyday household and office use, Finis Mop White phenyle dilute is light in concentration and keeps your house sparkling clean with leaving behind a light fragrance.",1,https://hummart.com/mon-salwa-chicken-seekh-kabab-360g-12-pcs.html
Sufi Burger Patties,Frozen Foods,380 gm,Sufi,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000040591.jpg,Rs 350 | Exact price: 350.0000 PKR,,false,3,"Knead through all the fibre, vitamins and minerals with Sundridge Chakki Ata and feed your body the light,healthy and wholesome whole wheat flour in the form of rotis.",1,https://hummart.com/sufi-burger-patties-380-gm.html
Sufi Potato Cutlets,Frozen Foods,500 gm,Sufi,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964001276463.jpg,Rs 410 | Exact price: 410.0000 PKR,,false,1,Soft Drink,1,https://hummart.com/sufi-potato-cutlets-500-gm.html
Sufi Space Nugget,Frozen Foods,800 gm,Sufi,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000039649.jpg,Rs 650 | Exact price: 650.0000 PKR,,false,1,Chicken flavour has a careful blend of herbs and spices that gives it a rich taste. It is definitely an all time favourite!,1,https://hummart.com/sufi-space-nugget-800-gm.html
Chatkhaar African Hot Chilli Sauce,Soya & Chilli Sauces,275 gm,Chatkhaar,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia654561021280.jpg,Rs 280 | Exact price: 280.0000 PKR,,false,1,,1,https://hummart.com/chatkhaar-african-hot-chilli-sauce-275gm.html
Sundip Tomota Ketchup,Tomato Ketchup & Sauces,250 gm,Sundip,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia654561020252.jpg,Rs 79 | Exact price: 79.0000 PKR,,false,1,,1,https://hummart.com/sundip-tomota-ketchup-250gm.html
Kolson Pasta Cut Vermicelli,Pasta,400 gm,Kolson Pasta Vermicelli,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia671866149990.jpg,Rs 60 | Exact price: 60.0000 PKR,,false,1,"High energy and fat free jelly that gives you right amount of mango feel all year round. May it be  mango season or not, Rafhan mango jelly is the answer to your mango-call!",1,https://hummart.com/kolson-pasta-cut-vermicelli-400-gm.html
Khatir Tawaza Chicken Samosa,Ready To Eat,250 gm,Khatir Tawaza,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964001416241.jpg,Rs 189 | Exact price: 189.0000 PKR,,false,7,Colgate Great Regular Flavour Tooth Paste removes germs from teeth and gums effectively and has a pleasant smell. Prevents germ buildup.,1,https://hummart.com/khatir-tawaza-chicken-samosa-250-gm.html
Mitchells Tomato Ketchup,Tomato Ketchup & Sauces,1kg,Mitchells,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8961005060203.jpg,Rs 225 | Exact price: 225.0000 PKR,,false,2,"OverviewAt 6 months old, your baby is ready to try his/her first solid foods. Packed with all the necessary nutrition NESTLE CERELAC supports your baby's growing needs. Great for taste and big on nutrition;NESTLE CERELAC 3 Fruits  is nutritionally adapted complementary food that contains goodness of grains and fruits and helps to introduce new flavours.Storage instructionsTo preserve its freshness and taste, store NESTLE CERELAC in a cool place and an air-tight container; use within 3 weeks of opening.Top 2 Features and BenefitsBabies require 5 times more Iron than adults, which is why NESTLE CERELAC is fortified with Iron. 2-3 helpings of NESTLE CERELAC help in the physical and cognitive development..Preparation, usage and serviceBoil clean water for 5 minutes and allow to cool. Measure 75ml lukewarm water and pour into a feeding bowl. Add 25g or 4 leveled tablespoons of NESTLE CERELAC and mix well. Ensure that the baby is fed with a clean spoon. Make fresh mixture for each serve (do not reuse)Ingredients and allergen informationWheat Flour, Skimmed Milk, Sucrose, Vegetable Oils, Apple, OrangePear, Soya Lecithin, Minerals, Vitamins, Bifidus Culture.",1,https://hummart.com/mitchells-tomato-ketchup-1-kg.html
Sundip Mixed Pickle,Pickles,1kg,Sundip,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia654561013629.jpg,Rs 240 | Exact price: 240.0000 PKR,,false,2,"Zeera Whole, available in 100 gm, by Ameer & Sons has a strong earthy taste and flavor that is used in flavoring up your dishes. It is also used for making delicious stir fry rice.",1,https://hummart.com/sundip-mixed-pickle-1kg.html
Chatkhaar Sweet Chilli Sauce,Soya & Chilli Sauces,300 gm,Chatkhaar,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia654561018280.jpg,Rs 280 | Exact price: 280.0000 PKR,,false,5,English Herbal Tooth Paste has all the herbal ingredients that protect your teeth and improves your oral hygiene.,1,https://hummart.com/chatkhaar-sweet-chilli-sauce-300-gm.html
Italia Pitted Green Olives Jar,Canned & Packaged Foods,230 gm,Italia,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/6/8/68907678657762.jpg,Rs 250 | Exact price: 250.0000 PKR,,false,9,"With natural extracts, Palmolive Naturals Aloe Vera with Chamomile Liquid Hand Wash gently cleanses your hands giving you soft supple hands.",1,https://hummart.com/italia-pitted-green-olives-jar-230-gm.html
Key Brand Hot Sauce,Soya & Chilli Sauces,300 ml,Key Brand,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6281652887773.jpg,Rs 95 | Exact price: 95.0000 PKR,,false,11,Colgate Great Regular Flavour Tooth Paste removes germs from teeth and gums effectively and has a pleasant smell. Prevents germ buildup.,1,https://hummart.com/key-brand-hot-sauce-300-ml.html
Key Brand Green Chilli Sauce Dip And Marinade,Soya & Chilli Sauces,350 gm,Key Brand,HumMart,United Kingdom,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6283874703336.jpg,Rs 99 | Exact price: 99.0000 PKR,,false,23,"With Rose extract added in it, Harpic Rose Toilet Cleaner keeps your toilet smelling rose like with added freshness that does not make your bathroom experience intolerable.",1,https://hummart.com/key-brand-green-chilli-sauce-dip-and-marinade-350-gm.html
Key Brand Dp Steak Sauce Dip And Marinade,Other Sauces,350 gm,Key Brand,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6283874777542.jpg,Rs 94 | Exact price: 94.0000 PKR,,false,11,"Made with fresh onions & oil , crunchy texture, no artificial ingredients, & perfect for your curries and rice dishes.",1,https://hummart.com/key-brand-dp-steak-sauce-dip-and-marinade-350-gm.html
Key Brand Chinese Sauces Soup 3 In 1 Pack,Soya & Chilli Sauces,150 ml,Key Brand,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6284792268006.jpg,Rs 124 | Exact price: 124.0000 PKR,,false,15,Fine Atta - 5 Kg (Quantity 2)Daal Chana - 1 Kg (Quantity 1)Daal Masoor Washed - 1 Kg (Quantity 1)Ella Ghee - 1 Kg (Quantity 1)Salt - 800 Gm (Quantity 1)Chasnik Sugar - 1 Kg (Quantity 1)Lifebuoy Total Soap - 112 Gm (Quantity 3),1,https://hummart.com/key-brand-chinese-sauces-soup-3-in-1-pack-150-ml.html
Key Brand Chilli Sauce,Soya & Chilli Sauces,750 ml,Key Brand,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6281652502515.jpg,Rs 159 | Exact price: 159.0000 PKR,,false,10,,1,https://hummart.com/key-brand-chilli-sauce-750ml.html
Rafhan Ambient Dessert Strawberry Custard,Up sell Products,285 gm,Rafhan,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/s/t/strawberry_custard_5_fnyfo.jpg,Rs 90 | Exact price: 90.0000 PKR,,false,12,,1,https://hummart.com/rafhan-ambient-dessert-strawberry-custard-285-gm.html
Mehran Chilli Garlic Sauce,Tomato Ketchup & Sauces,1kg,Mehran Foods,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia633152019622.jpg,Rs 210 | Exact price: 210.0000 PKR,,false,15,A blend of 9 traditional and different masalas that will blow your mind.,1,https://hummart.com/mehran-chilli-garlic-sauce-1kg.html
Shan Special Rasmalai Mix,Dessert Mixes,100 gm,Shan,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-299729-917918.cloudwaysapps.comimages788821127099.jpg,Rs 95 | Exact price: 95.0000 PKR,,false,7,"National Yakhni Pulao spice mix is made with carefully picked ingredients to make your food delicious and tasty. All you have to do is add rice, meat and fresh ingredients to make scumptious and aromatic pulao.",1,https://hummart.com/shan-special-rasmalai-mix.html
Khatir Tawaza Chicken Nuggets,Frozen Foods,800 gm,Khatir Tawaza,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-299729-917918.cloudwaysapps.comimages8964001416562.jpg,Rs 545 | Exact price: 545.0000 PKR,,false,3,"When constant pressures of winning makes you tense, taste of cool and sweet guava nectar, with 28% fruit juice content, refreshes your spirit.Nutritional Compass ImageStorage instructionsRefrigerate after opening and consume within 4 days.Top 2 Features and BenefitsFeatures: Made from Concentrate with 28%  Fruit Juice Content and Natural Sweetener Benefits: All NESTLÉ FRUITA VITALS products contain less than 100kcal per serving to achieve a healthy lifestyle.Ingredients and allergen informationGuava Pulp, Sugar, Citric Acid, Stabilisers, Natural Sweetener, Artificial Flavour & Permitted Food Colour.",1,https://hummart.com/khatir-tawaza-chicken-nuggets-800-gm.html
Shan Garlic Relish,Chutneys,315 gm,Shan,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/g/a/garlic-relish.jpg,Rs 160 | Exact price: 160.0000 PKR,,false,7,,1,https://hummart.com/shan-garlic-relish-315-gm.html
Khatir Tawaza Chicken Nuggets,Frozen Foods,270 gm,Khatir Tawaza,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964001416579.jpg,Rs 245 | Exact price: 245.0000 PKR,,false,16,,1,https://hummart.com/khatir-tawaza-chicken-nuggets-270-gm.html
Dahi Phulki,Ready To Eat,500 gm,A&S,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/1/1/11219.jpg,Rs 100 | Exact price: 100.0000 PKR,,false,2,Make scrumptious dahi phulki quickly and easily with Dahi phulki available in 500 gm. With this dahi phulki you won't have to prepare the dish from scratch!,1,https://hummart.com/dahi-phulki-1.html
Falak Pista Kheer Mix,Dessert Mixes,155 gm,Falak,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8961100095254.jpg,Rs 65 | Exact price: 65.0000 PKR,,false,8,,1,https://hummart.com/falak-pista-kheer-mix-155-gm.html
Dawn Chicken Burger Patties,Frozen Foods,372 gm,Dawn Frozen,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964001125150.jpg,Rs 249 | Exact price: 249.0000 PKR,,false,1,,1,https://hummart.com/dawn-chicken-burger-patties-372-gm.html
Suree Tom Yum Paste,Other Sauces,227 gm,Suree,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/8/8/8850344060640.jpg,Rs 429 | Exact price: 429.0000 PKR,,false,1,,1,https://hummart.com/suree-tom-yum-paste-227gm.html
Suree Pickled Whole Green Chilli,Soya & Chilli Sauces,227 gm,Suree,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8850344060077.jpg,Rs 419 | Exact price: 419.0000 PKR,,false,1,,1,https://hummart.com/suree-pickled-whole-green-chilli-227-gm.html
Dawn Chicken Seekh Kabab,Frozen Foods,180 gm,Dawn Frozen,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000177570.jpg,Rs 200 | Exact price: 200.0000 PKR,,false,8,,1,https://hummart.com/dawn-chicken-seekh-kabab-180-gm.html
Rafhan Mango Custard,Custard & Jelly,285 gm,Rafhan,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/m/a/mango_custard_50_gm.jpg,Rs 85 | Exact price: 90.0000 PKR,85.0000,true,85,,1,https://hummart.com/rafhan-mango-custard-285-gm.html
Rafhan Banana Custard,Up sell Products,285 gm,Rafhan,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/b/a/banana_custard_50_gm.jpg,Rs 90 | Exact price: 90.0000 PKR,,false,60,,1,https://hummart.com/rafhan-banana-custard-285-gm.html
Falak Vermicelli,Vermicelli,150 gm,Falak,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8961100092628.jpg,Rs 28 | Exact price: 28.0000 PKR,,false,32,,1,https://hummart.com/falak-vermicelli-150-gm.html
Mitchells Mango Pickle,Pickles,400 gm,Mitchells,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8961005070660.jpg,Rs 150 | Exact price: 150.0000 PKR,,false,6,,1,https://hummart.com/mitchells-mango-pickle-400-gm.html
Sabroso Chicken Tikka Leg Economy Pack,Frozen Foods,760 gm,Sabroso,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964001542285.jpg,Rs 659 | Exact price: 659.0000 PKR,,false,1,"Masoor whole by HKC Grains, available in 1 kg, is a great way to consume a high level of proteins while enjoying the delicious tase.",1,https://hummart.com/sabroso-chicken-tikka-leg-economy-pack-760-gm.html
Sacla Italia Pesto Fresh Coriander,Tomato Ketchup & Sauces,190 gm,Sacla,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8001060006256.jpg,Rs 392 | Exact price: 450.0000 PKR,392.0000,true,5,,1,https://hummart.com/sacla-italia-pesto-fresh-coriander-190gm.html
Sacla Italia Pesto Classic Basil,Tomato Ketchup & Sauces,190 gm,Sacla,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8001060003316.jpg,Rs 392 | Exact price: 450.0000 PKR,392.0000,true,5,,1,https://hummart.com/sacla-italia-pesto-classic-basil-190gm.html
Sacla Italia Olive And Tomato Stir,Tomato Ketchup & Sauces,190 gm,Sacla,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8001060003279.jpg,Rs 374 | Exact price: 450.0000 PKR,374.0000,true,2,,1,https://hummart.com/sacla-italia-olive-and-tomato-stir-190gm.html
Rossmor Instant Coconut Milk Powder,Baking Ingredients,50 gm,Rossmor,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6281016807256.jpg,Rs 69 | Exact price: 69.0000 PKR,,false,61,,1,https://hummart.com/rossmor-instant-coconut-milk-powder-50gm.html
Rossmor Imported Instant Yeast Box 11G Each,Baking Ingredients,3 Pcs,Rossmor,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6071221000944.jpg,Rs 84 | Exact price: 84.0000 PKR,,false,26,,1,https://hummart.com/rossmor-imported-instant-yeast-box-11g-each-3-pcs.html
Rossmor Edible Gelatine,Baking Ingredients,50 gm,Rossmor,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6012014305020.jpg,Rs 129 | Exact price: 129.0000 PKR,,false,41,"Maida brings happiness to your lives by letting you make all the heavenly desserts like cakes, brownies and many more. Maida by Ameer & Sons, available in 1 kg, provides you with the best quality so that you can relish all the sweet and delicious snacks.",1,https://hummart.com/rossmor-edible-gelatine-50-gm.html
Rossmor Cocoa Powder,Baking Ingredients,50 gm,Rossmor,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6281014441162.jpg,Rs 75 | Exact price: 75.0000 PKR,,false,26,,1,https://hummart.com/rossmor-cocoa-powder-50gm.html
Crispo Mango Custard Powder,Custard & Jelly,120 gm,Crispo,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000070376.jpg,Rs 40 | Exact price: 47.0000 PKR,40.0000,true,25,,1,https://hummart.com/crispo-mango-custard-powder-120gm.html
Salman's Green Chilli Salsa Hot,Other Sauces,370 gm,Salmans,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000034095.jpg,Rs 153 | Exact price: 153.0000 PKR,,false,1,,1,https://hummart.com/salmans-green-chilli-salsa-hot-370gm.html
Salman's Chunky Salsa,Other Sauces,370 gm,Salmans,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000034934.jpg,Rs 145 | Exact price: 145.0000 PKR,,false,3,,1,https://hummart.com/salmans-chunky-salsa-370gm.html
Crispo Strawberry Powder,Custard & Jelly,120 gm,Crispo,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000070369.jpg,Rs 40 | Exact price: 47.0000 PKR,40.0000,true,16,,1,https://hummart.com/crispo-strawberry-powder-120gm.html
Chatkhaar Tamarind Masala Sauce,Other Sauces,300 gm,Chatkhaar,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia654561021259.jpg,Rs 280 | Exact price: 280.0000 PKR,,false,3,,1,https://hummart.com/chatkhaar-tamarind-masala-sauce-300gm.html
Crispo Strawberry Custard,Custard & Jelly,300 gm,Crispo,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000070413.jpg,Rs 67 | Exact price: 70.0000 PKR,67.0000,true,4,,1,https://hummart.com/crispo-strawberry-custard-300g.html
National Vermicelli,Up sell Products,150 gm,National,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia620514000121.jpg,Rs 28 | Exact price: 28.0000 PKR,,false,16,Get indulge in traditonal dessert of Saviyaan and Sheer Khurma this Eid with National Vermicelli.,1,https://hummart.com/national-vermicelli-150-gm.html
Salman's Strawberry Topping,Dessert Mixes,623 gm,Salmans,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000034729.jpg,Rs 330 | Exact price: 330.0000 PKR,,false,3,,1,https://hummart.com/salmans-strawberry-topping-623gm.html
Mehran Plum Chutney,Chutneys,320 gm,Mehran Foods,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia633152002044.jpg,Rs 225 | Exact price: 225.0000 PKR,,false,1,,1,https://hummart.com/mehran-plum-chutney-320gm.html
Dipitt Hot Sauce,Other Sauces,60 ml,Dipitt,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/7/8/788821013910.jpg,Rs 80 | Exact price: 80.0000 PKR,,false,18,,1,https://hummart.com/dipitt-hot-sauce-60ml.html
Salman's Blueberry Topping,Dessert Mixes,623 gm,Salmans,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8964000034453.jpg,Rs 330 | Exact price: 330.0000 PKR,,false,4,,1,https://hummart.com/salmans-blueberry-topping-623gm.html
Mehran Mixed Fruit Chutney,Chutneys,400 gm,Mehran Foods,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia633152007254.jpg,Rs 130 | Exact price: 130.0000 PKR,,false,3,,1,https://hummart.com/mehran-mixed-fruit-chutney-400gm.html
Schar Gluten Free Custard Creams,Custard & Jelly,125 gm,Schar,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia8008698013083.jpg,Rs 681 | Exact price: 720.0000 PKR,681.0000,true,1,,1,https://hummart.com/schar-gluten-free-custard-creams-125g.html
Chatkhaar Shahi Chutney,Chutneys,330 gm,Chatkhaar,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia654561018327.jpg,Rs 250 | Exact price: 250.0000 PKR,,false,6,,1,https://hummart.com/chatkhaar-shahi-chutney-330gm.html
Reem Rice Chicken Corn Soup Sachet,Soups,50 gm,Reem,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/9/0/9002578761230.jpg,Rs 125 | Exact price: 125.0000 PKR,,false,21,,1,https://hummart.com/reem-rice-chicken-corn-soup-sachet-50-gm.html
Reem Rice Hot & Sour Soup Sachet,Soups,48 gm,Reem,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/9/0/9002578762343.jpg,Rs 135 | Exact price: 135.0000 PKR,,false,24,,1,https://hummart.com/reem-rice-hot-sour-soup-sachet-48-gm.html
Jazaa Sheer Khurma Mix,Dessert Mixes,160 gm,Jazaa,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/8/9/8964002574261.png,Rs 81 | Exact price: 90.0000 PKR,81.0000,true,32,,1,https://hummart.com/jazaa-sheer-khurma-mix-160-gm.html
Jazaa Kheer Mix,Dessert Mixes,155 gm,Jazaa,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/8/9/8964002574254.jpeg,Rs 72 | Exact price: 80.0000 PKR,72.0000,true,57,,1,https://hummart.com/jazaa-kheer-mix-155-gm.html
