Product name,Category,Option,Brand,Sold by,Country of Manufacture,Express Shipping,Return Policy,Warranty,Image URL,Price,Special price,Discount,Quantity,Description,Availability,Product link
Todays Mixed Fruit Slices Tin,Canned & Packaged Foods,836 gm,Todays,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-299729-917918.cloudwaysapps.comimages4800024558268.jpg,Rs 309 | Exact price: 309.0000 PKR,,false,12,"Masoor whole by HKC Grains, available in 1 kg, is a great way to consume a high level of proteins while enjoying the delicious tase.",1,https://hummart.com/todays-mixed-fruit-slices-tin-836-gm.html
Italia Pitted Black Olives,Canned & Packaged Foods,430 gm,Italia,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/6/5/6533411397710.jpg,Rs 379 | Exact price: 379.0000 PKR,,false,9,,1,https://hummart.com/italia-pitted-black-olives-430-gm.html
Todays Mixed Fruit Slices Tin,Canned & Packaged Foods,3kg,Todays,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-299729-917918.cloudwaysapps.comimages4800024038548.jpg,Rs 799 | Exact price: 799.0000 PKR,,false,5,,1,https://hummart.com/todays-mixed-fruit-slices-tin-3kg.html
Rossmor Baking Powder Fancy Jar,Baking Ingredients,100 gm,Rossmor,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6028104400223.jpg,Rs 95 | Exact price: 95.0000 PKR,,false,15,"Maida brings happiness to your lives by letting you make all the heavenly desserts like cakes, brownies and many more. Maida by Ameer & Sons, available in 500 gm, provides you with the best quality so that you can relish all the sweet and delicious snacks.",1,https://hummart.com/rossmor-baking-powder-fancy-jar-100-gm.html
Rossmor Baking Powder,Baking Ingredients,50 gm,Rossmor,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6028107700115.jpg,Rs 45 | Exact price: 45.0000 PKR,,false,16,"For rich and creamy best taste of food, let oplhers cream takeover centre space in your kitchen drawer.",1,https://hummart.com/rossmor-baking-powder-50-gm.html
Rossmor Baking Powder,Baking Ingredients,100 gm,Rossmor,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6028104400117.jpg,Rs 74 | Exact price: 74.0000 PKR,,false,15,National Chilli Garlic Sauce makes your favourite snacks and meals sizzling with extra hot chillis.,1,https://hummart.com/rossmor-baking-powder-100-gm.html
My Cook Rainbow Sprinkles Nonpareils,Baking Ingredients,85 gm,My Cook,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6518931938018.jpg,Rs 99 | Exact price: 99.0000 PKR,,false,45,,1,https://hummart.com/my-cook-rainbow-sprinkles-nonpareils-85gm.html
Key Brand Worcestershire Sauce Dip And Marinade,Soya & Chilli Sauces,300 ml,Key Brand,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6282763602323.jpg,Rs 99 | Exact price: 99.0000 PKR,,false,10,,1,https://hummart.com/key-brand-worcestershire-sauce-dip-and-marinade-300ml.html
My Cook Cream Of Tartar,Baking Ingredients,85 gm,My Cook,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6518932665272.jpg,Rs 44 | Exact price: 63.0000 PKR,44.0000,true,52,,1,https://hummart.com/my-cook-cream-of-tartar-85gm.html
Key Brand Soy Sauce,Soya & Chilli Sauces,300 ml,Key Brand,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6280541402509.jpg,Rs 85 | Exact price: 85.0000 PKR,,false,15,,1,https://hummart.com/key-brand-soy-sauce-300ml.html
Key Brand Chilli Sauce,Soya & Chilli Sauces,300 ml,Key Brand,HumMart,N/A,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6281652502416.jpg,Rs 91 | Exact price: 91.0000 PKR,,false,22,,1,https://hummart.com/key-brand-chilli-sauce-300ml.html
Italia Whole Kernel Corn Tin,Canned & Packaged Foods,380 gm,Italia,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6890767821734.jpg,Rs 125 | Exact price: 125.0000 PKR,,false,4,"High energy and fat free jelly that gives you right amount of mango feel all year round. May it be  mango season or not, Rafhan mango jelly is the answer to your mango-call!",1,https://hummart.com/italia-whole-kernel-corn-tin-380-gm.html
Italia Pitted Green Olives Jar,Canned & Packaged Foods,935 gm,Italia,HumMart,Pakistan,Yes,3 Day Return and Exchange,Not Applicable,https://hummart.com/media/catalog/product/h/t/httpphpstack-143539-415191.cloudwaysapps.commedia6890767855708.jpg,Rs 620 | Exact price: 620.0000 PKR,,false,8,Get indulge in traditonal dessert of Saviyaan and Sheer Khurma this Eid with National Vermicelli.,1,https://hummart.com/italia-pitted-green-olives-jar-935-gm.html
