type,price,address,description,bedrooms,bathrooms,agency_name,agency_link,image_url
Apartment,"5,500  QAR / MONTH",Al Messila,Unfurnished 3 Bedroom Apartment│Al Messila,3,2,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/02/26/544720180226072755-Large.jpg?itok=-LE9KSva
Apartment,"5,000  QAR / MONTH",Muither,FF 2BHK (including W/E + FREE Internet) NO COMMISSION!,1,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2019/07/09/4_1.jpg?itok=6Wxx-DAR
Apartment,"4,000  QAR / MONTH",Umm Ghwailina,FF 1BHK (including W/E) nr VIP Signal (NO COMMISSION),1,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2019/07/09/dsc00743.jpg?itok=C2rttneV
Apartment,"3,250  QAR / MONTH",Old Airport,UF 1BHK nr Traffic Department (inclusive W&E),1,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2019/07/21/CAP57OAP-1.jpg?itok=OCZUnp2n
Apartment,"6,000  QAR / MONTH",Al Doha Al Jadeeda,3 Bedroom Apartments (Fully Furnished) in Doha Al Jadeed,3,3,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/03/18/3580520160628070739-Large.jpg?itok=h5D1zXv7
Apartment,"5,000  QAR / MONTH",Abu Hamour,U/F 2BHK (for BACHELORS) including W/E - NO Agency Fee!,2,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/02/24/3852420180224133334-Large.jpg?itok=r5OG40ZC
Apartment,"5,000  QAR / MONTH",Al Doha Al Jadeeda,2BHK (Furnished) w/ Commission nr Sword Signal,2,2,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/02/14/6247920180125134211-Large.jpg?itok=P0Ckb9rm
Apartment,"6,500  QAR / MONTH",The Pearl Qatar,Luxurious Studio Porto Arabia - marina view,Studio,1,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/15/swimming-pool-porto-arabia.PNG?itok=2Kz2eNzH
Apartment,"8,500  QAR / MONTH",The Pearl Qatar,"Spacious,2BHK ,Full Furnished, ZIGZAG B",2,3,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/17/WhatsApp-Image-2020-03-17-at-11.23.41-AM.jpeg?itok=HbhWC_xr
Apartment,"1,600,000  QAR / MONTH",The Pearl Qatar,"FOR SALE /Spacious,2BHK ,Full Furnished, ZIGZAG A",2,2,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/17/WhatsApp-Image-2020-03-17-at-5.46.14-PM.jpeg?itok=DJ78A9xa
Apartment,"7,000  QAR / MONTH",The Pearl Qatar,All Bills Included -Studio at Porto Arabia,Studio,1,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/01/WhatsApp-Image-2020-04-01-at-1.55.45-PM.jpeg?itok=wuEygGf3
Apartment,"14,000  QAR / MONTH",The Pearl Qatar,"Spacious 3 bed Room ,full furnished,sea view",3,3+,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/30/WhatsApp-Image-2020-03-29-at-5.28.45-PM.jpeg?itok=Y7gkd4Um
Apartment,"10,000  QAR / MONTH",The Pearl Qatar,bill included 2BR sea view full furnished,2,3,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/12/WhatsApp-Image-2020-04-12-at-2.18.21-PM.jpeg?itok=Wbw0-5p8
Apartment,"10,500  QAR / MONTH",The Pearl Qatar,"1 MONTH FREE -Spacious 2 bed Room ,semi furnished, sea view",2,3,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/16/1.jpeg?itok=DkEg_ke4
Apartment,"10,500  QAR / MONTH",The Pearl Qatar,Beautiful 3BHK furnished zigzag +Maid Room,3,3+,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/19/WhatsApp-Image-2020-04-18-at-6.38.23-PM.jpeg?itok=4aVtK3oJ
Apartment,"4,300  QAR / MONTH",Umm Ghwailina,F/F 1BHK with Utilities + FREE Internet,1,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2019/09/02/CAP15MGL-2.jpg?itok=ALrmfGwc
Apartment,"2,900  QAR / MONTH",Ain Khaled,FF Studio Type Flat bhind Al Maha Academy - incl W/E,Studio,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/02/15/9645820171228061816-Large.jpg?itok=vaQ-ENKq
Apartment,"4,250  QAR / MONTH",Abu Hamour,U/F 2Bedroom Compound Flats (including W/E) NO Commission,2,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2020/04/12/CAP108MMR-Free-Month_4.jpg?itok=AgriGDrZ
Apartment,"3,800  QAR / MONTH",Old Al Ghanim,New One Bed Room Fully Furnished Flats in B Ring Road Near Sana Signal,1,1,WEST PAC TRADING WLL,https://www.qatarliving.com/user/west-pac-trading-wll,https://files.qatarliving.com/styles/555x415/s3/2019/12/04/1_4.jpg?itok=Eg6npRvx
Apartment,"5,500  QAR / MONTH",Najma,Fully Furnished 2 Bedroom Flats (behind Gulf Cinema)│Najma,2,2,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/02/19/715720171227061136-Large.jpg?itok=_Fueo6yH
Apartment,"6,500  QAR / MONTH",Najma,Beautifully F/F 3BHK Flats (NO Commission Charge!),3,3,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2017/12/28/7007620171228061106-Large.jpg?itok=s2XSOF5x
Apartment,"5,000  QAR / MONTH",Al Maamoura,3BHK U/F Flats (including W/E) - nr Abu Hamour Petrol Station,3,2,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/04/22/9062920180422054538-Large.jpg?itok=LcKzd7-S
Apartment,"4,500  QAR / MONTH",Al Mansoura / Fereej Bin Dirham, Brand New and Spacious Two Bedroom Apartment available at Mansoura ,2,2,Sidra Real Estate,https://www.qatarliving.com/user/sidra-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/12/07/515E3E85-3B62-4538-83F0-604BFF3C76B2.jpeg?itok=6Me5mgOI
Apartment,"5,000  QAR / MONTH",Al Muntazah,Ramadan Promotion Beautiful Spacious U/F 2 BHK in Muntazah Close to Al Meera,2,3,ZealProperties,https://www.qatarliving.com/user/zealproperties,https://files.qatarliving.com/styles/555x415/s3/2019/07/21/3572DSC_0194.jpg?itok=GeAdP2mO
Apartment,"7,000  QAR / MONTH",Al Gharrafa,Ramadan Promotion Spacious & Lovely Furnished 2BHK Located Near Gharrafa Sports Club ,2,2,ZealProperties,https://www.qatarliving.com/user/zealproperties,https://files.qatarliving.com/styles/555x415/s3/2020/03/25/DSC_0232.JPG?itok=oUOedOA3
Apartment,"902,000  QAR / MONTH",LUSAIL,0% Interest !! 4 Years installment Fully Furnished,1,2,Steps Real Estate.,https://www.qatarliving.com/user/steps-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/22/1_1.jpeg?itok=J46q075b
Apartment,"7,500  QAR / MONTH",Fereej Bin Mahmoud,ONE MONTH FREE- 3 bed Furnished Apartment,3,2,ajgream,https://www.qatarliving.com/user/ajgream,https://files.qatarliving.com/styles/555x415/s3/2019/02/05/RE-133_0.jpg?itok=wt4z4xwe
Apartment,"6,000  QAR / MONTH",Fereej Bin Mahmoud,NO COMMISSION!1 MONTH FREE!! 2 BR Fully-furnished Apartment,2,2,ajgream,https://www.qatarliving.com/user/ajgream,https://files.qatarliving.com/styles/555x415/s3/2019/09/18/LA1_1.JPG?itok=I9Q_p2NX
Apartment,"8,500  QAR / MONTH",Fereej Bin Mahmoud,1 MONTH FREE!! 4 Bed Furnished Apartment,4,3+,ajgream,https://www.qatarliving.com/user/ajgream,https://files.qatarliving.com/styles/555x415/s3/2019/02/05/RE-128.jpg?itok=KSnLgRlT
Apartment,"7,250  QAR / MONTH",Fereej Bin Mahmoud,NO COMMISSION 3 BR- FULLY FURNISHED APARTMENT (1 MONTH RENT FREE),3,2,ajgream,https://www.qatarliving.com/user/ajgream,https://files.qatarliving.com/styles/555x415/s3/2019/07/11/RE-167_0.jpg?itok=q85FoYo2
Apartment,"14,000  QAR / MONTH",The Pearl Qatar,TPG-R-1345 High Floor | Best Location | Request Virtual Tour,3,3+,The Pearl Gates Luxury Realty,https://www.qatarliving.com/user/pearl-gates-luxury-realty,https://files.qatarliving.com/styles/555x415/s3/2020/04/15/1_20.jpg?itok=xM6E8oxC
Apartment,"8,000  QAR / MONTH",The Pearl Qatar,Spacious 1BR TH with a big terrace / SF,1,2,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/05/WhatsApp-Image-2019-10-27-at-3.02.25-PM-1.jpeg?itok=EBjFkJ3n
Apartment,"20,000  QAR / MONTH",The Pearl Qatar,Town House like villa two floor (duplex),4,3+,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/09/1.jpeg?itok=E5z3vRpa
Apartment,"11,000  QAR / MONTH",The Pearl Qatar,Spacious Apartment -SEMI FURNISHED - 2BD WITH BALCONY,2,3,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/09/WhatsApp-Image-2019-10-24-at-12.26.08-PM-2.jpeg?itok=EpXY0n5S
Apartment,"8,500  QAR / MONTH",The Pearl Qatar,Spacious Apartment -SEMI FURNISHED -1BD with BALCONY,1,2,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/09/Capture_0.PNG?itok=1h78Yq-I
Apartment,"6,000  QAR / MONTH",The Pearl Qatar,Beautiful high floor Semi furnished studio,Studio,1,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/11/Capture1.PNG?itok=3NFmfLPY
Apartment,"7,000  QAR / MONTH",The Pearl Qatar,Luxury studio/full Furnished /qanat qarter view,Studio,1,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/06/gym-porto-arabia.PNG?itok=Fv0WB9sG
Apartment,"10,500  QAR / MONTH",The Pearl Qatar,"free Qatar cool and Kahramaa-2BHK ,SF,Marina",2,3,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/06/9_0.jpeg?itok=K0KQNs8L
Apartment,"7,200  QAR / MONTH",The Pearl Qatar,utilities included Luxurious studio full furnished,Studio,1,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/12/2_5.jpeg?itok=eDNwI0pS
Apartment,"10,700  QAR / MONTH",The Pearl Qatar,1BR + Office FF | Free Utilities | Sea View,1,2,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/12/1_3.jpeg?itok=48EXvacn
Apartment,"5,500  QAR / MONTH",The Pearl Qatar,Luxurious Studio Viva Bahriya - with balcony,Studio,1,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/13/WhatsApp-Image-2020-01-21-at-1.21.12-PM.jpeg?itok=Z_FP6p5d
Apartment,"10,000  QAR / MONTH",The Pearl Qatar,"1 MONTH FREE 2BHK ,Semi F ,Marina",2,3,Empire Estate,https://www.qatarliving.com/user/empire-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/13/WhatsApp-Image-2020-02-04-at-11.51.34-AM.jpeg?itok=iaIetmYp
Apartment,"5,000  QAR / MONTH",Al Muntazah,3 BHK for STAFF in Al-Montazeh area 4Rent/ big space ,3,2,Citadel Real Estate,https://www.qatarliving.com/user/citadel-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/14/WhatsApp-Image-2019-11-19-at-10.30.57-AM-7.jpeg?itok=kG0_b-Hc
Apartment,"6,000  QAR / MONTH",Umm Ghwailina,S/F 3Bedroom Flat (for Exec. Bachelors) - No Agency Fee!,3,3,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2018/04/07/2435520180407083635-Large.jpg?itok=CW4xjuY7
Apartment,"6,000  QAR / MONTH",Najma,Furnished 3 Bedroom Apartment │ Najma,3,3,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2018/09/05/1.jpg?itok=4rOsgFKF
Apartment,"4,250  QAR / MONTH",Umm Ghwailina,FF 1BHK (incl W/E) nr VIP Signal (NO COMMISSION Charge),1,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2019/08/20/DSC007561.jpg?itok=MLoGE2iI
Apartment,"5,750  QAR / MONTH",Najma,FF 2BHK behind Gulf Cinema - NO Commission Charge!,2,2,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/mkdev/2017/12/28/7831520171228061043-Large.jpg?itok=lsudlCUf
Apartment,"3,500  QAR / MONTH",Ain Khaled,FF 1BHK Flats - W/E incl (behind Al Maha Academy),1,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2019/10/15/001_0.jpg?itok=hrOc2nxf
Apartment,"4,900  QAR / MONTH",Al Doha Al Jadeeda,(No Commission) F/F Brand New 1BHK in the Heart of Doha,1,2,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2019/06/19/01.jpg?itok=bbN2fHgj
Apartment,"4,500  QAR / MONTH",Ain Khaled,UF 2BHK - all inclusive (near The Leaders International School),2,1,Capital One Trading,https://www.qatarliving.com/user/capital-one-trading,https://files.qatarliving.com/styles/555x415/s3/2020/04/19/_MG_9130-copy.jpg?itok=Vb17R43m
Apartment,"4,500  QAR / MONTH",Al Muntazah,First Month Free Unfurnished 2 Bedrooms in Al Muntazah,2,2,ZealProperties,https://www.qatarliving.com/user/zealproperties,https://files.qatarliving.com/styles/555x415/s3/mkdev/2017/08/10/3100920170504064550-Large.jpg?itok=4LuF6iDP
Apartment,"9,000  QAR / MONTH",Al Thumama,1 month free Furnished 3 bedroom unit in AlThumama,3,3,ZealProperties,https://www.qatarliving.com/user/zealproperties,https://files.qatarliving.com/styles/555x415/s3/2018/09/16/DSC_0302.JPG?itok=0jPDNORf
Apartment,"3,500  QAR / MONTH",Al Kheesa,First Month Free Fully furnished 1BHK near Ikea,1,1,ZealProperties,https://www.qatarliving.com/user/zealproperties,https://files.qatarliving.com/styles/555x415/s3/2018/11/05/DSC_0235.JPG?itok=TyjHoMtf
Apartment,"15,000  QAR / MONTH",Al Waab / Al Aziziya / New Al Ghanim,Lux. Villa at the Beverly Hills Garden in Al Waab (BHG1-BTYPE),4,3,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/07/Layout_0.jpg?itok=kqZH6iyt
Apartment,"9,000  QAR / MONTH",West Bay,Lux. Furnished 2-bdr apt+1 month free in West bay (UBT/A),2,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/03/10/Layout.._0.jpg?itok=P7GMFrAX
Apartment,"7,500  QAR / MONTH",LUSAIL,Semi Furnished 2-BDR Duplex in Lusail+1 Month Free (RRFH/l14),2,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/15/L14-_0.png?itok=HE60wiy-
Apartment,"6,000  QAR / MONTH",The Pearl Qatar,Luxurious & Semi Furnished Studio in The Pearl (VB19-1),Studio,1,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/19/VB19-01_2.jpg?itok=R6yi03RZ
Apartment,"8,000  QAR / MONTH",The Pearl Qatar,Semi Furnished 1-Bedroom Apartment in The Pearl (VB19-2),1,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/19/VB19-01_4.jpg?itok=ZafcgQ5Y
Apartment,"6,000  QAR / MONTH",The Pearl Qatar,Luxurious & Semi Furnished Studio in The Pearl (VB19-3),Studio,1,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/04/19/VB19-01_5.jpg?itok=Q46v5qMg
Apartment,"10,000  QAR / MONTH",West Bay,Amazing View FF 3+1BR W/Balcony+1 Month Free & Qatar Cool Free,4,3+,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2019/09/21/IMG_7051-Large.JPG?itok=x_UMWQ0d
Apartment,"850,000  QAR / MONTH",LUSAIL,1bhk Apartment+Balcony For Sale - Lusail,1,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2019/09/22/IMG-20190729-WA0009.jpg?itok=-EO5gNB6
Apartment,"10,000  QAR / MONTH",West Bay,Furnished 2BR+All Bills Included in West Bay,2,3,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2019/10/17/IMG-20190324-WA0012.jpg?itok=6ayPhtoS
Apartment,"7,000  QAR / MONTH",Al Nasr,All Bills Included Furnished 2 BHK Apt+1 Month Free,2,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2019/11/19/WhatsApp-Image-2019-11-14-at-12.13.19-PM1.jpeg?itok=Fr1S-OYx
Apartment,"4,500  QAR / MONTH",Mushaireb,1 Bedroom with Balcony in B-New Tower- Mushereib,1,1,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2019/11/26/1_10.jpg?itok=R1ikkSDF
Apartment,"5,000  QAR / MONTH",Fereej Bin Omran,Neat & Clean 2BHK Apt in Bin Omran,2,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2019/12/17/IMG-20191217-WA0046.jpg?itok=VVOq4zLN
Apartment,"5,000  QAR / MONTH",Al Sadd,1 Month Free - Furnished 1BR+Office - Al Sadd,2,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2019/12/21/IMG-20191221-WA0017_2.jpg?itok=A62vufDa
Apartment,"9,999  QAR / MONTH",West Bay,Furnished 2BR Serviced Apt+Bills Included-West Bay,2,3,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2019/12/26/IMG_0561.JPG?itok=Vks0pDOL
Apartment,"5,000  QAR / MONTH",Doha,Elegantly Furnished 1Bedroom Suite in Corniche+All Bills,1,1,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/01/23/IMG-20200123-WA0011_1.jpg?itok=JvwM749k
Apartment,"11,000  QAR / MONTH",West Bay,FF 3BR Serviced Apt+All Bills - West Bay,3,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/02/10/IMG_0557-Large.JPG?itok=jGMtn436
Apartment,"1,056,156  QAR / MONTH",LUSAIL,5% Down Payment|6 Years Installments Plan|Own a House in Lusail,1,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/02/16/Capture7.JPG?itok=fHtA5ZUA
Apartment,"5,000  QAR / MONTH",Old Airport,3BHK Apt For Family or Bachelors - Old Airport Road,3,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/03/02/IMG-20200302-WA0018.jpg?itok=GekfmAx2
Apartment,"8,000  QAR / MONTH",LUSAIL,SF 3+1BR Duplex Apt+Balcony&Backyard -Lusail,4,3+,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/03/19/IMG-20200130-WA0064-Copy.jpg?itok=sE_hgk6O
Apartment,"7,000  QAR / MONTH",Fereej Bin Mahmoud,Elegantly Furnished 2BHK Apt+All Bills Included in Bin Mahmoud,2,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/04/02/IMG-20200401-WA0048.jpg?itok=9xuS7948
Apartment,"5,000  QAR / MONTH",Al Sakhama,New Spacious UF 3BR Apt-Rawdat Al Hamama,3,3,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/03/08/IMG-20200308-WA0046.jpg?itok=wUY6Iz2w
Apartment,"4,500  QAR / MONTH",Al Mansoura / Fereej Bin Dirham,Spacious UF 2BHK Apt+Balcony for Rent in Mansoura,2,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/03/16/IMG-20200316-WA0034_9.jpg?itok=XSOwWLcw
Apartment,"9,500  QAR / MONTH",Fereej Al Ameer / Muraikh,Modern Style FF 3BHK Apt+All Bills-Muraikh,3,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/03/23/IMG-20200323-WA0044.jpg?itok=UWSUbRmj
Apartment,"7,000  QAR / MONTH",Al Mansoura / Fereej Bin Dirham,Furnished 2BHK Apt+All Bills & 1 Month Free,2,2,Watsons Properties,https://www.qatarliving.com/user/watsons-properties,https://files.qatarliving.com/styles/555x415/s3/2020/03/24/IMG-20200324-WA0040_0.jpg?itok=oybv9D84
Apartment,"7,500  QAR / MONTH",Al Sadd,Fully Furnished 3-Bedrooms Apartment in Al Saad(RRAS3),3,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/01/12/Al-Sadd-ses.-3-17.jpg?itok=DarArRBv
Apartment,"8,000  QAR / MONTH",Ain Khaled,"Furnished 2-BDR Apt, Ain Khalid +1 month free!( Sara Street)",2,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/02/03/Layout_1.jpg?itok=ioq-wq3G
Apartment,"5,000  QAR / MONTH",Al Mansoura / Fereej Bin Dirham,Unfurnished 2-Bedroom Apartment in Al Mansoura (GR8),2,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/02/25/Screen-Shot-2019-02-25-at-9.34.28-AM.png?itok=JckTH8JE
Apartment,"40,000  QAR / MONTH",The Pearl Qatar,Semi Furnished 4-Bedroom Apartment in The Pearl (VB7-4),4,3+,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/03/11/VB7-67_0.jpg?itok=ChdHuh8L
Apartment,"3,300  QAR / MONTH",Old Salata,Fully Furnished Studio in Old Salata (63os-),Studio,1,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/06/11/Layout_4.jpg?itok=Dp0BiCNu
Apartment,"4,000  QAR / MONTH",Umm Ghwailina,Fully Furnished 1-Bedroom Apartment in Umm Ghuwailina (GR19),1,1,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/06/11/Layout_9.jpg?itok=EU3BISlm
Apartment,"10,500  QAR / MONTH",West Bay,"Lux. & Furnished 2-BDR Apt, West Bay +1 month free (BHT-))",2,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/07/01/Listing-layout-01.jpg?itok=e-EyptdU
Apartment,"7,000  QAR / MONTH",Mushaireb,Furnished 2-Bedroom Apartment in Musheireb (RRMU1-),2,1,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/10/19/Layout_0.png?itok=rWRyFGSv
Apartment,"5,000  QAR / MONTH",Al Sadd,Fully Furnished 1-Bedroom Apartment in Al Sadd (RRAS12),1,1,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/10/28/1_3.jpg?itok=LAa-QcRe
Apartment,"7,500  QAR / MONTH",Al Mansoura / Fereej Bin Dirham,Fully Furnished 3-Bedroom Apartment in Al Mansoura (GR9),3,3,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/10/28/Layout_3.jpg?itok=6FVKqQ5z
Apartment,"5,500  QAR / MONTH",LUSAIL,Semi Furnished 1 Bedroom Apartment in Lusail (RRFH3),1,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/12/22/L14-.png?itok=Jl5LkZVs
Apartment,"7,500  QAR / MONTH",Al Sadd,Fully Furnished 3-Bedroom Apartment in Al Sadd (RRAS8-),3,3,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/01/13/Al-Sadd-res.-8-27_0.jpg?itok=lCCaxtUy
Apartment,"4,000  QAR / MONTH",Al Muntazah,Unfurnished 2-Bedroom Apartment in Al Muntazah (40flats/2BDR),2,2,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/06/Layout_0.png?itok=fdT1cOTO
Apartment,"6,500  QAR / MONTH",The Pearl Qatar,"Fully Furnished 1-Bedroom Apt in Lusail, Fox Hills (A29-2)",1,1,Al Asmakh Real Estate,https://www.qatarliving.com/user/al-asmakh-real-estate,https://files.qatarliving.com/styles/555x415/s3/2020/02/06/Layout_6.png?itok=cAlcPcHM
Apartment,"4,500  QAR / MONTH",Al Duhail,very nice 2 bedroom furnished apartment for couples or executive staff behind tower mall,2,1,Focus Real Estate,https://www.qatarliving.com/user/focus-real-estate,https://files.qatarliving.com/styles/555x415/s3/2019/10/23/WhatsApp-Image-2019-10-23-at-1.49.53-PM.jpeg?itok=AgEARrwg
Apartment,"6,500  QAR / MONTH",Al Sadd,2 Bedroom fully furnished flat in Sadd- One month free(Conditions apply),2,2,Rushd Villa,https://www.qatarliving.com/user/rushd-villa,https://files.qatarliving.com/styles/555x415/s3/2019/11/06/1_26.jpg?itok=3Mpj8iv6
