name,type,location,website
Aveda Institute - Albuquerque,2 Year,"Albuquerque, NM",https://www.niche.com/colleges/aveda-institute---albuquerque/
Cincinnati College of Mortuary Science,4 Year,"Cincinnati, OH",https://www.niche.com/colleges/cincinnati-college-of-mortuary-science/
Corinth Academy of Cosmetology,2 Year,"Corinth, MS",https://www.niche.com/colleges/corinth-academy-of-cosmetology/
Elaine Steven Beauty College,2 Year,"Saint Louis, MO",https://www.niche.com/colleges/elaine-steven-beauty-college/
Escuela Tecnica de Electricidad,2 Year,"Ponce, PR",https://www.niche.com/colleges/escuela-tecnica-de-electricidad/
InterCoast College - West Covina,2 Year,"W. Covina, CA",https://www.niche.com/colleges/intercoast-college---west-covina/
The Salon Professional Academy Dallas,2 Year,"Lewisville, TX",https://www.niche.com/colleges/the-salon-professional-academy-dallas/
Tooele Technical College,2 Year,"Tooele, UT",https://www.niche.com/colleges/tooele-technical-college/
American Baptist College,4 Year,"Nashville, TN",https://www.niche.com/colleges/american-baptist-college/
Chester County Intermediate Unit Practical Nursing Program,2 Year,"Downingtown, PA",https://www.niche.com/colleges/chester-county-intermediate-unit-practical-nursing-program/
Chris Beauty College,2 Year,"Gulfport, MS",https://www.niche.com/colleges/chris-beauty-college/
College of Menominee Nation,4 Year,"Keshena, WI",https://www.niche.com/colleges/college-of-menominee-nation/
Empire Beauty School - Kennesaw,2 Year,"Kennesaw, GA",https://www.niche.com/colleges/empire-beauty-school---kennesaw/
Homestead Schools,4 Year,"Torrance, CA",https://www.niche.com/colleges/homestead-schools/
Newberry School of Beauty,2 Year,"Granada Hills, CA",https://www.niche.com/colleges/newberry-school-of-beauty/
Pittsburgh Institute of Mortuary Science,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/pittsburgh-institute-of-mortuary-science/
Pontotoc Technology Center,2 Year,"Ada, OK",https://www.niche.com/colleges/pontotoc-technology-center/
Stevens - The  Institute of Business & Arts,4 Year,"Saint Louis, MO",https://www.niche.com/colleges/stevens---the--institute-of-business--and--arts/
Capri Institute of Hair Design - Clifton,2 Year,"Clifton, NJ",https://www.niche.com/colleges/capri-institute-of-hair-design---clifton/
Central Baptist Theological Seminary,4 Year,"Shawnee, KS",https://www.niche.com/colleges/central-baptist-theological-seminary/
Empire Beauty School - Tucson,2 Year,"Tucson, AZ",https://www.niche.com/colleges/empire-beauty-school---tucson/
Fayette County Career & Technical Institute - Practical Nursing Program,2 Year,"Uniontown, PA",https://www.niche.com/colleges/fayette-county-career--and--technical-institute---practical-nursing-program/
Guy's Shreveport Academy of Cosmetology,2 Year,"Shreveport, LA",https://www.niche.com/colleges/guys-shreveport-academy-of-cosmetology/
Island Drafting & Technical Institute,2 Year,"Amityville, NY",https://www.niche.com/colleges/island-drafting--and--technical-institute/
Madison Media Institute,2 Year,"Madison, WI",https://www.niche.com/colleges/madison-media-institute/
Mayaguez Institute of Technology,2 Year,"Mayaguez, PR",https://www.niche.com/colleges/mayaguez-institute-of-technology/
Mercy Hospital School of Practical Nursing,2 Year,"Miami, FL",https://www.niche.com/colleges/mercy-hospital-school-of-practical-nursing/
Meredith Manor International Equestrian Center,2 Year,"Waverly, WV",https://www.niche.com/colleges/meredith-manor-international-equestrian-center/
Pontifical College Josephinum,4 Year,"Columbus, OH",https://www.niche.com/colleges/pontifical-college-josephinum/
St. Margaret School of Nursing,2 Year,"Pittsburgh, PA",https://www.niche.com/colleges/st-margaret-school-of-nursing/
Thomas More College of Liberal Arts,4 Year,"Merrimack, NH",https://www.niche.com/colleges/thomas-more-college-of-liberal-arts/
Salon Success Academy - Redlands,2 Year,"Redlands, CA",https://www.niche.com/colleges/salon-success-academy---redlands/
The Salon Professional Academy - Little Rock,2 Year,"Sherwood, AR",https://www.niche.com/colleges/the-salon-professional-academy---little-rock/
Baldwin Beauty School - North Austin,2 Year,"Austin, TX",https://www.niche.com/colleges/baldwin-beauty-school---north-austin/
Big Bend Technical College,2 Year,"Perry, FL",https://www.niche.com/colleges/big-bend-technical-college/
DeVry University - Virginia,4 Year,"Arlington, VA",https://www.niche.com/colleges/devry-university---virginia/
IYRS School of Technology & Trades,2 Year,"Newport, RI",https://www.niche.com/colleges/iyrs-school-of-technology--and--trades/
International Academy of Style,2 Year,"Reno, NV",https://www.niche.com/colleges/international-academy-of-style/
Jay's Technical Institute,2 Year,"Houston, TX",https://www.niche.com/colleges/jays-technical-institute/
Ogle School - Hurst,2 Year,"Hurst, TX",https://www.niche.com/colleges/ogle-school---hurst/
Ross Medical Education Center - Bowling Green,2 Year,"Bowling Green, KY",https://www.niche.com/colleges/ross-medical-education-center---bowling-green/
Sanford College of Nursing,4 Year,"Bismarck, ND",https://www.niche.com/colleges/sanford-college-of-nursing/
The Salon Professional Academy - Fargo,2 Year,"Fargo, ND",https://www.niche.com/colleges/the-salon-professional-academy---fargo/
Crouse Hospital College of Nursing,2 Year,"Syracuse, NY",https://www.niche.com/colleges/crouse-hospital-college-of-nursing/
Empire Beauty School - Concord,2 Year,"Concord, NC",https://www.niche.com/colleges/empire-beauty-school---concord/
Empire Beauty School - Springfield,2 Year,"Springfield, PA",https://www.niche.com/colleges/empire-beauty-school---springfield/
Houston Training School - Jacinto City,2 Year,"Houston, TX",https://www.niche.com/colleges/houston-training-school---jacinto-city/
Michael's School of Hair Design & Esthetics,2 Year,"Bedford, NH",https://www.niche.com/colleges/michaels-school-of-hair-design--and--esthetics/
Wade Gordon Hairdressing Academy,2 Year,"Amarillo, TX",https://www.niche.com/colleges/wade-gordon-hairdressing-academy/
Yeshiva Shaarei Torah of Rockland,4 Year,"Suffern, NY",https://www.niche.com/colleges/yeshiva-shaarei-torah-of-rockland/
American Professional Institute - Gainesville,2 Year,"Gainesville, GA",https://www.niche.com/colleges/american-professional-institute---gainesville/
Atlanta Institute of Music and Media,2 Year,"Duluth, GA",https://www.niche.com/colleges/atlanta-institute-of-music-and-media/
Aviation Institute of Maintenance - Indianapolis,2 Year,"Indianapolis, IN",https://www.niche.com/colleges/aviation-institute-of-maintenance---indianapolis/
Citrus Heights Beauty College,2 Year,"Citrus Heights, CA",https://www.niche.com/colleges/citrus-heights-beauty-college/
Empire Beauty School - Union,2 Year,"Union, NJ",https://www.niche.com/colleges/empire-beauty-school---union/
Sarasota School of Massage Therapy,2 Year,"Sarasota, FL",https://www.niche.com/colleges/sarasota-school-of-massage-therapy/
Walsh College of Accountancy & Business Administration,4 Year,"Troy, MI",https://www.niche.com/colleges/walsh-college-of-accountancy--and--business-administration/
Bais HaMedrash & Mesivta of Baltimore,4 Year,"Baltimore, MD",https://www.niche.com/colleges/bais-hamedrash--and--mesivta-of-baltimore/
Baldwin Beauty School - South Austin,2 Year,"Austin, TX",https://www.niche.com/colleges/baldwin-beauty-school---south-austin/
Chief Dull Knife College,2 Year,"Lame Deer, MT",https://www.niche.com/colleges/chief-dull-knife-college/
Eastern Oklahoma County Technology Center,2 Year,"Choctaw, OK",https://www.niche.com/colleges/eastern-oklahoma-county-technology-center/
Empire Beauty School - NW Phoenix,2 Year,"Phoenix, AZ",https://www.niche.com/colleges/empire-beauty-school---nw-phoenix/
Empire Beauty School - Nashville,2 Year,"Brentwood, TN",https://www.niche.com/colleges/empire-beauty-school---nashville/
Jefferson Lewis BOCES - Practical Nursing Program,2 Year,"Watertown, NY",https://www.niche.com/colleges/jefferson-lewis-boces---practical-nursing-program/
Jolie Hair & Beauty Academy - Ludlow,2 Year,"Ludlow, MA",https://www.niche.com/colleges/jolie-hair--and--beauty-academy---ludlow/
Kenneth Shuler School of Cosmetology - North Augusta,2 Year,"North Augusta, SC",https://www.niche.com/colleges/kenneth-shuler-school-of-cosmetology---north-augusta/
Lynchburg General Hospital School of Nursing,4 Year,"Lynchburg, VA",https://www.niche.com/colleges/lynchburg-general-hospital-school-of-nursing/
Mid-Del Technology Center,2 Year,"Midwest City, OK",https://www.niche.com/colleges/mid-del-technology-center/
Northeast Technology Center - Afton,2 Year,"Afton, OK",https://www.niche.com/colleges/northeast-technology-center---afton/
Cortiva Institute - King of Prussia,2 Year,"King of Prussia, PA",https://www.niche.com/colleges/cortiva-institute---king-of-prussia/
Avery James School of Cosmetology,2 Year,"Lake Charles, LA",https://www.niche.com/colleges/avery-james-school-of-cosmetology/
Black Hills Beauty College,2 Year,"Rapid City, SD",https://www.niche.com/colleges/black-hills-beauty-college/
Catherine Hinds Institute of Esthetics,2 Year,"Woburn, MA",https://www.niche.com/colleges/catherine-hinds-institute-of-esthetics/
DeVry University - Colorado,4 Year,"Westminster, CO",https://www.niche.com/colleges/devry-university---colorado/
Empire Beauty School - Lehigh Valley,2 Year,"Whitehall, PA",https://www.niche.com/colleges/empire-beauty-school---lehigh-valley/
Empire Beauty School - Reading,2 Year,"Reading, PA",https://www.niche.com/colleges/empire-beauty-school---reading/
Hinton Barber and Beauty College,2 Year,"Vallejo, CA",https://www.niche.com/colleges/hinton-barber-and-beauty-college/
Medical Allied Career Center,2 Year,"Santa Fe Springs, CA",https://www.niche.com/colleges/medical-allied-career-center/
Minnesota School of Business - Shakopee,4 Year,"Shakopee, MN",https://www.niche.com/colleges/minnesota-school-of-business---shakopee/
Nazarene Bible College,4 Year,"Colorado Springs, CO",https://www.niche.com/colleges/nazarene-bible-college/
Southeastern Institute - Charleston,2 Year,"North Charleston, SC",https://www.niche.com/colleges/southeastern-institute---charleston/
Triangle Tech - Sunbury,2 Year,"Sunbury, PA",https://www.niche.com/colleges/triangle-tech---sunbury/
Criswell College,4 Year,"Dallas, TX",https://www.niche.com/colleges/criswell-college/
East Valley Institute of Technology,2 Year,"Mesa, AZ",https://www.niche.com/colleges/east-valley-institute-of-technology/
Eves College of Hairstyling,2 Year,"Lawton, OK",https://www.niche.com/colleges/eves-college-of-hairstyling/
Hair Expressions Academy,2 Year,"Rockville, MD",https://www.niche.com/colleges/hair-expressions-academy/
Red River Technology Center,2 Year,"Duncan, OK",https://www.niche.com/colleges/red-river-technology-center/
Buckeye Joint Vocational School,2 Year,"New Philadelphia, OH",https://www.niche.com/colleges/buckeye-joint-vocational-school/
CET - Coachella,2 Year,"Coachella, CA",https://www.niche.com/colleges/cet---coachella/
Empire Beauty School - Philadelphia Northeast,2 Year,"Philadelphia, PA",https://www.niche.com/colleges/empire-beauty-school---philadelphia-northeast/
Millennium Training Institute,2 Year,"Woburn, MA",https://www.niche.com/colleges/millennium-training-institute/
The Salon Professional Academy - Anderson,2 Year,"Anderson, IN",https://www.niche.com/colleges/the-salon-professional-academy---anderson/
Willoughby-Eastlake School of Practical Nursing,2 Year,"Eastlake, OH",https://www.niche.com/colleges/willoughby-eastlake-school-of-practical-nursing/
Baton Rouge General Medical Center - School of Nursing,2 Year,"Baton Rouge, LA",https://www.niche.com/colleges/baton-rouge-general-medical-center---school-of-nursing/
Choffin Career & Technical Center - Adult Education,2 Year,"Youngstown, OH",https://www.niche.com/colleges/choffin-career--and--technical-center---adult-education/
G Skin & Beauty Institute - Oakbrook,2 Year,"Oakbrook, IL",https://www.niche.com/colleges/g-skin--and--beauty-institute---oakbrook/
Jenny Lea Academy of Cosmetology - Johnson City,2 Year,"Johnson City, TN",https://www.niche.com/colleges/jenny-lea-academy-of-cosmetology---johnson-city/
Minnesota School of Cosmetology - Plymouth,2 Year,"Woodbury, MN",https://www.niche.com/colleges/minnesota-school-of-cosmetology---plymouth/
New York School of Interior Design,4 Year,"New York, NY",https://www.niche.com/colleges/new-york-school-of-interior-design/
Ohr Hameir Theological Seminary,4 Year,"Peekskill, NY",https://www.niche.com/colleges/ohr-hameir-theological-seminary/
Portage Lakes Career Center,2 Year,"Uniontown, OH",https://www.niche.com/colleges/portage-lakes-career-center/
Tricoci University of Beauty Culture - Highland,2 Year,"Highland, IN",https://www.niche.com/colleges/tricoci-university-of-beauty-culture---highland/
Empire Beauty School - Virginia Beach,2 Year,"Virginia Beach, VA",https://www.niche.com/colleges/empire-beauty-school---virginia-beach/
International Technical College,2 Year,"San Juan, PR",https://www.niche.com/colleges/international-technical-college/
Ross Medical Education Center - Davison,2 Year,"Davison, MI",https://www.niche.com/colleges/ross-medical-education-center---davison/
San Francisco Institute of Esthetics & Cosmetology,2 Year,"San Francisco, CA",https://www.niche.com/colleges/san-francisco-institute-of-esthetics--and--cosmetology/
American Academy McAllister Institute of Funeral Service,2 Year,"New York, NY",https://www.niche.com/colleges/american-academy-mcallister-institute-of-funeral-service/
American Indian College of the Assemblies of God,4 Year,"Phoenix, AZ",https://www.niche.com/colleges/american-indian-college-of-the-assemblies-of-god/
Canton City Schools Adult Career & Technical Education,2 Year,"Canton, OH",https://www.niche.com/colleges/canton-city-schools-adult-career--and--technical-education/
Career College of San Diego,2 Year,"San Diego, CA",https://www.niche.com/colleges/career-college-of-san-diego/
Cortiva Institute - Aurora,2 Year,"Aurora, CO",https://www.niche.com/colleges/cortiva-institute---aurora/
Cortiva Institute - Newington,2 Year,"Newington, CT",https://www.niche.com/colleges/cortiva-institute---newington/
East San Gabriel Valley Regional Occupational Program,2 Year,"West Covina, CA",https://www.niche.com/colleges/east-san-gabriel-valley-regional-occupational-program/
Empire Beauty School - Chenoweth,2 Year,"Louisville, KY",https://www.niche.com/colleges/empire-beauty-school---chenoweth/
Lebanon County Area Vocational Technical School,2 Year,"Lebanon, PA",https://www.niche.com/colleges/lebanon-county-area-vocational-technical-school/
MTI Business College,2 Year,"Stockton, CA",https://www.niche.com/colleges/mti-business-college/
