title,link,price,likes
"HP Z27n G2 & Z24n G2 IPS Monitor (Head Only) 60Hz DisplayPort 1.2, HDMI, DVI-D, VESA Compatible 1 Year Warranty New Open Box $149.99-$249.99",https://slickdeals.net/f/13952042-hp-z27n-g2-z24n-g2-ips-monitor-head-only-60hz-displayport-1-2-hdmi-dvi-d-vesa-compatible-1-year-warranty-new-open-box-149-99-249-99?src=catpagev2,$149.99,1
Jabra Elite 75T $108 +Free shipping most major US corporations,https://slickdeals.net/f/13949885-jabra-elite-75t-108-free-shipping-most-major-us-corporations?src=catpagev2,$108,8
"Costco: LG gram 15.6"" Touchscreen Laptop - 10th Gen Intel Core i7-1065G7 - 1080p, 16GB RAM, 512GB SSD, 2.5lbs (till 4/27) $1249.99",https://slickdeals.net/f/13948436-costco-lg-gram-15-6-touchscreen-laptop-10th-gen-intel-core-i7-1065g7-1080p-16gb-ram-512gb-ssd-2-5lbs-till-4-27-1249-99?src=catpagev2,"$1,249.99",17
The Android Jetpack & App Development 5-Course Certification Bundle (Lifetime Access) $18.85,https://slickdeals.net/f/13949678-the-android-jetpack-app-development-5-course-certification-bundle-lifetime-access-18-85?src=catpagev2,N/A,2
The Premium A to Z Microsoft Excel 10-Course Training Bundle (Lifetime Access) $32.50,https://slickdeals.net/f/13949744-the-premium-a-to-z-microsoft-excel-10-course-training-bundle-lifetime-access-32-50?src=catpagev2,N/A,0
"Thule - Gauntlet 4.0 Sleeve for 15"" Laptop - Blue $30",https://slickdeals.net/f/13949717-thule-gauntlet-4-0-sleeve-for-15-laptop-blue-30?src=catpagev2,$30,0
Roccat Kone AIMO Gaming Mouse - Reg $54.99. Now $38.49/AC @ Amazon,https://slickdeals.net/f/13948940-roccat-kone-aimo-gaming-mouse-reg-54-99-now-38-49-ac-amazon?src=catpagev2,N/A,2
"ASUS ROG Zephyrus M 15.6"" FHD Gaming Laptop i7-9750H, GTX 1660 Ti, 16GB RAM, 512GB SSD - $1299.99",https://slickdeals.net/f/13948451-asus-rog-zephyrus-m-15-6-fhd-gaming-laptop-i7-9750h-gtx-1660-ti-16gb-ram-512gb-ssd-1299-99?src=catpagev2,N/A,2
Samsung PRO Endurance 128GB 100MB/s (U1) MicroSDXC Memory Card $29.99,https://slickdeals.net/f/13949018-samsung-pro-endurance-128gb-100mb-s-u1-microsdxc-memory-card-29-99?src=catpagev2,$29.99,1
"Lenovo Ideapad Slim 7 Laptop: 15"" 1080p, i7-1065G7, 16GB RAM, 512GB SSD",https://slickdeals.net/f/13982342-ideapad-slim-7-15-6-inch-1080p-fhd-10th-gen-core-i7-16-gb-ram-512-ssd-iris-plus-graphics-ir-sensor-dolby-atmos-speakers-900?src=catpagev2,$900,34
Brother HL-L2370DW Monochrome WiFi Duplex Laser Printer + 500-Ct Printer Paper,https://slickdeals.net/f/13980878-brother-hl-l2370dw-monochrome-wifi-duplex-laser-printer-500-ct-printer-paper-81-free-shipping?src=catpagev2,$81,111
"Lenovo yoga  C740, 15.6"",  i5 10th gen, 699.99.",https://slickdeals.net/f/13981415-lenovo-yoga-c740-15-6-i5-10th-gen-699-99?src=catpagev2,$699.99,42
"Netgear Nighthawk Wifi 6 AX3000 Router, $139",https://slickdeals.net/f/13982780-netgear-nighthawk-wifi-6-ax3000-router-139?src=catpagev2,$139,2
RCA Voyager Tablet with case and keyboard $35 Wal-Mart FS,https://slickdeals.net/f/13938512-rca-voyager-tablet-with-case-and-keyboard-35-wal-mart-fs?src=catpagev2,N/A,2
The Complete Music Production Bundle (Lifetime Access) $13,https://slickdeals.net/f/13936601-the-complete-music-production-bundle-lifetime-access-13?src=catpagev2,N/A,4
The Comprehensive Beginner's Guide to Cybersecurity 4-Course Training Bundle (Lifetime Access) $19.50,https://slickdeals.net/f/13936892-the-comprehensive-beginner-s-guide-to-cybersecurity-4-course-training-bundle-lifetime-access-19-50?src=catpagev2,N/A,0
Logitech K350 102 Key Wireless USB Multimedia Wave Keyboard - French Layout $27.95 + FS,https://slickdeals.net/f/13936802-logitech-k350-102-key-wireless-usb-multimedia-wave-keyboard-french-layout-27-95-fs?src=catpagev2,$27.95,0
Neutron 3 Elements Software (PC/Mac Digital Download),https://slickdeals.net/f/13989014-free-izotope-neutron-elements-3-free-ozone-elements-9-and-150-off-standard-versions?src=featured-cat,Free,267
Canva Pro: 3-Month Subscription $9.75,https://slickdeals.net/f/13947635-canva-pro-3-month-subscription-9-75?src=catpagev2,N/A,4
"Acer Predator 27"" Class UHD G-Sync IPS Gaming Widescreen Monitor (XB273K) - $699.99 (Costco)",https://slickdeals.net/f/13947266-acer-predator-27-class-uhd-g-sync-ips-gaming-widescreen-monitor-xb273k-699-99-costco?src=catpagev2,$699.99,4
"PreOrder: All new Asus TUF A17: 17.3'' 120 Hz FHD IPS, Ryzen 7 4800H, 16GB DDR4, 1TB PCIe SSD, GTX 1660 Ti, Win10H @ $1100+ F/S",https://slickdeals.net/f/13946381-preorder-all-new-asus-tuf-a17-17-3-120-hz-fhd-ips-ryzen-7-4800h-16gb-ddr4-1tb-pcie-ssd-gtx-1660-ti-win10h-1100-f-s?src=catpagev2,"$1,100",28
"PreOrder: All new Asus TUF A15: 15.6'' 144 Hz FHD IPS, Ryzen 7 4800H, 16GB DDR4, 1TB PCIe SSD, RTX 2060, Win10H @ $1200 + F/S",https://slickdeals.net/f/13946336-preorder-all-new-asus-tuf-a15-15-6-144-hz-fhd-ips-ryzen-7-4800h-16gb-ddr4-1tb-pcie-ssd-rtx-2060-win10h-1200-f-s?src=catpagev2,"$1,200",29
Razer Orbweaver Chroma: 30 Progammable Keys Mechanical Gaming Keypad $74.99,https://slickdeals.net/f/13946411-razer-orbweaver-chroma-30-progammable-keys-mechanical-gaming-keypad-74-99?src=catpagev2,$74.99,11
Acer Recertified- Acer Nitro 5 - 17.3&quot; Gaming Laptop Intel i5-9300H 2.4GHz - NVIDIA GeForce GTX 1650 4GB - 8GB Ram 512GB SSD $599,https://slickdeals.net/f/13945724-acer-recertified-acer-nitro-5-17-3-amp-quot-gaming-laptop-intel-i5-9300h-2-4ghz-nvidia-geforce-gtx-1650-4gb-8gb-ram-512gb-ssd-599?src=catpagev2,N/A,0
Alltrails: 50% off Hiking App Spring Sale,https://slickdeals.net/f/13943804-alltrails-50-off-hiking-app-spring-sale?src=catpagev2,N/A,10
Razer BlackWidow TE Chroma v2 Mechanical Gaming Keyboard Tactile & Silent - Chroma RGB Lighting  for $69.99,https://slickdeals.net/f/13942556-razer-blackwidow-te-chroma-v2-mechanical-gaming-keyboard-tactile-silent-chroma-rgb-lighting-for-69-99?src=catpagev2,$69.99,16
Integrity Training: Online Workforce Courses (Lifetime Membership) $44.25,https://slickdeals.net/f/13935794-integrity-training-online-workforce-courses-lifetime-membership-44-25?src=catpagev2,$44.25,10
Hyundai 480GB Internal Solid State Drive 2.5 in. SATA(SATA/600) - 500 MB/s $52.99,https://slickdeals.net/f/13933178-hyundai-480gb-internal-solid-state-drive-2-5-in-sata-sata-600-500-mb-s-52-99?src=catpagev2,$52.99,38
AMD Ryzen 5 2600X 3.6GHz 6 Core CPU @ Microcenter $99.99 (In Store Only),https://slickdeals.net/f/13933589-amd-ryzen-5-2600x-3-6ghz-6-core-cpu-microcenter-99-99-in-store-only?src=catpagev2,N/A,11
The Premium 2020 Project & Quality Management 11-Course Certification Bundle (Lifetime Access) $27.60,https://slickdeals.net/f/13934471-the-premium-2020-project-quality-management-11-course-certification-bundle-lifetime-access-27-60?src=catpagev2,N/A,1
HP OfficeJet Pro 9025 AIO Wireless Color Printer $249.00 plus $50.00 Promotional Gift Card (Email Delivery) @Newegg,https://slickdeals.net/f/13933997-hp-officejet-pro-9025-aio-wireless-color-printer-249-00-plus-50-00-promotional-gift-card-email-delivery-newegg?src=catpagev2,N/A,0
"Osmo Genius Starter Kit for iPad $59.99, Creative Starter Kit for $41.99 AC $55.99",https://slickdeals.net/f/13933295-osmo-genius-starter-kit-for-ipad-59-99-creative-starter-kit-for-41-99-ac-55-99?src=catpagev2,$55.99,4
Tweaknews usenet account including VPN €30/$32 per year ($2.80/mo),https://slickdeals.net/f/13933736-tweaknews-usenet-account-including-vpn-30-32-per-year-2-80-mo?src=catpagev2,$2.80,0
Brother HL-L2370DW Monochrome WiFi Duplex Laser Printer + 500-Ct Printer Paper,https://slickdeals.net/f/13980878-brother-hl-l2370dw-monochrome-wifi-duplex-laser-printer-500-ct-printer-paper-81-free-shipping?src=featured-cat,$81,111
Microsoft Wireless Mobile Mouse 4000 (Graphite),https://slickdeals.net/f/13962749-microsoft-wireless-mobile-mouse-4000-graphite-9-99?src=featured-cat,$10,87
"Acer R271 bid 27"" LCD Monitor, Black, 1920*1080, 4ms Response, Pickup ONLY $104.99",https://slickdeals.net/f/13979087-acer-r271-bid-27-lcd-monitor-black-1920-1080-4ms-response-pickup-only-104-99?src=featured-cat,$104.99,59
ATT Fiber Internet Customers: Free Wifi Extender - YMMV Deal,https://slickdeals.net/f/13972859-att-fiber-internet-customers-free-wifi-extender-ymmv-deal?src=featured-cat,N/A,55
Razer BlackWidow Ultimate Mechanical Gaming Keyboard w/ Razer Green Switches,https://slickdeals.net/f/13986029-razer-blackwidow-ultimate-water-and-dust-resistant-backlit-mechanical-gaming-keyboard-with-razer-green-switches-was-110-at-walmart-now-49-99?src=featured-cat,$50,52
EVOO EG-LP5-BK 15in FHD i7-9750H 2.6GHz NVIDIA GeForce GTX 1660 Ti 6GB 16GB RAM 512GB SSD (seller refurb) - $573 and More,https://slickdeals.net/f/13980431-evoo-eg-lp5-bk-15in-fhd-i7-9750h-2-6ghz-nvidia-geforce-gtx-1660-ti-6gb-16gb-ram-512gb-ssd-seller-refurb-573-and-more?src=featured-cat,N/A,49
"Lenovo IdeaPad 5 Laptop: Intel Core i7-1065G7, 15.6"" 1080p, 16GB DDR4, 512GB SSD, Type-C, Win 10 $649.99 + Free Shipping @ Staples",https://slickdeals.net/f/13991981-lenovo-ideapad-5-laptop-intel-core-i7-1065g7-15-6-1080p-16gb-ddr4-512gb-ssd-type-c-win-10-649-99-free-shipping-staples?src=catpagev2,$649.99,6
Google Nest WiFi Router & Access Point (Snow) $179.99 AC + Free Shipping @ Staples,https://slickdeals.net/f/13992002-google-nest-wifi-router-access-point-snow-179-99-ac-free-shipping-staples?src=catpagev2,$179.99,4
"Apple iPad Pro 11"" 64gb late 2018 model YMMV Microcenter $599",https://slickdeals.net/f/13942337-apple-ipad-pro-11-64gb-late-2018-model-ymmv-microcenter-599?src=catpagev2,$599,9
"Hp 14 Laptop, Intel Core i5-1035G1, 8 GB SDRAM, 256GB SSD+16GB Optane, 14-dq1040wm (Pale Gold) for $419 + FS",https://slickdeals.net/f/13942316-hp-14-laptop-intel-core-i5-1035g1-8-gb-sdram-256gb-ssd-16gb-optane-14-dq1040wm-pale-gold-for-419-fs?src=catpagev2,N/A,4
Microcenter: AMD Ryzen 9 3900X Matisse 3.8GHz 12-Core AM4 Boxed Processor with Wraith Prism Cooler for $399.99. Free In-Store Pickup,https://slickdeals.net/f/13940726-microcenter-amd-ryzen-9-3900x-matisse-3-8ghz-12-core-am4-boxed-processor-with-wraith-prism-cooler-for-399-99-free-in-store-pickup?src=catpagev2,$399.99,13
Seeking Dawn VR Survival @ Steam 70% off $8.99,https://slickdeals.net/f/13942136-seeking-dawn-vr-survival-steam-70-off-8-99?src=catpagev2,$8.99,1
"Lifetime Access Bundle: Rosetta Stone, KeepSolid VPN, 12min Micro Book Library",https://slickdeals.net/f/13940150-the-social-distancing-lifetime-subscription-bundle-ft-rosetta-stone-vpn-unlimited-199?src=catpagev2,$199,49
The 2020 All-in-One Data Scientist Mega Bundle $24,https://slickdeals.net/f/13933544-the-2020-all-in-one-data-scientist-mega-bundle-24?src=catpagev2,N/A,1
Fitbit Versa Lite Edition Smartwatch $99 [YMMV Walmart],https://slickdeals.net/f/13932536-fitbit-versa-lite-edition-smartwatch-99-ymmv-walmart?src=catpagev2,$99,4
The Absolute Python Programming Certification Bundle (Lifetime Access) $18,https://slickdeals.net/f/13933058-the-absolute-python-programming-certification-bundle-lifetime-access-18?src=catpagev2,$18,0
"LapGear Up to 15"" Laptop Lap Desk (Aqua Sky) $10, 8-Position Mind Reader Adjustable Laptop Desk w/ Cushions $15 & More + Free Store Pickup at Walmart, or Free S/H on $35+",https://slickdeals.net/f/13929776-lapgear-up-to-15-laptop-lap-desk-aqua-sky-10-8-position-mind-reader-adjustable-laptop-desk-w-cushions-15-more-free-store-pickup-at-walmart-or-free-s-h-on-35?src=catpagev2,$10.49,19
Amazon Razer Invicta Gaming Mouse Pad Double-Sided Mat Surface Mercury White $30 w/ Free Prime Shipping,https://slickdeals.net/f/13991423-amazon-razer-invicta-gaming-mouse-pad-double-sided-mat-surface-mercury-white-30-w-free-prime-shipping?src=catpagev2,N/A,5
Akracing - Master Series Premium Gaming Chair - Black,https://slickdeals.net/f/13991960-akracing-master-series-premium-gaming-chair-black?src=catpagev2,N/A,1
Nest Wifi Router + 2 Nest Wifi Points (Snow) (3-Pack) - $299 Home Depot,https://slickdeals.net/f/13991075-nest-wifi-router-2-nest-wifi-points-snow-3-pack-299-home-depot?src=catpagev2,$299,3
Hp Pavilion 15-cs3153cl  15.6in touchscreen laptop i5/12GB/512 Costco B&M YMMV $599,https://slickdeals.net/f/13991600-hp-pavilion-15-cs3153cl-15-6in-touchscreen-laptop-i5-12gb-512-costco-b-m-ymmv-599?src=catpagev2,$599,0
"Brother P-Touch 2040C Label Maker - $19.99 [Includes, batteries + 2 laminated tape cartridges]",https://slickdeals.net/f/13991246-brother-p-touch-2040c-label-maker-19-99-includes-batteries-2-laminated-tape-cartridges?src=catpagev2,$19.99,2
Neutron 3 Elements Software (PC/Mac Digital Download),https://slickdeals.net/f/13989014-free-izotope-neutron-elements-3-free-ozone-elements-9-and-150-off-standard-versions?src=catpagev2,Free,267
Unlimited Usenet sale 12-month $2.99/month @Newshosting.com,https://slickdeals.net/f/13929197-unlimited-usenet-sale-12-month-2-99-month-newshosting-com?src=catpagev2,N/A,24
Sprint Vector VR @ Steam [Lowest Ever!] 67% off $9.89,https://slickdeals.net/f/13929632-sprint-vector-vr-steam-lowest-ever-67-off-9-89?src=catpagev2,$9.89,2
AMD RYZEN 7 3800X 105W 8-Core AM4 Processor @Newegg $340,https://slickdeals.net/f/13928180-amd-ryzen-7-3800x-105w-8-core-am4-processor-newegg-340?src=catpagev2,$339.99,24
ASUS ROG Strix Z390-E Gaming LGA 1151 Motherboard - $199.99 AC,https://slickdeals.net/f/13928819-asus-rog-strix-z390-e-gaming-lga-1151-motherboard-199-99-ac?src=catpagev2,$199.99,5
Anker USB C to Lightning Cable 6ft Powerline II for iPhone 11 Pro Max X/XS/XR/XS + iPhone 7 Case - $11.88 @ eBay,https://slickdeals.net/f/13929251-anker-usb-c-to-lightning-cable-6ft-powerline-ii-for-iphone-11-pro-max-x-xs-xr-xs-iphone-7-case-11-88-ebay?src=catpagev2,$11.88,1
ThinkVision P44w-10 43.4 Inch 32:10 Curved HDR Monitor $863.55,https://slickdeals.net/f/13991141-thinkvision-p44w-10-43-4-inch-32-10-curved-hdr-monitor-863-55?src=catpagev2,$863.55,2
Lenovo Smart Display 8 with Google Assistant - White Front/Gray Back $79,https://slickdeals.net/f/13990745-lenovo-smart-display-8-with-google-assistant-white-front-gray-back-79?src=catpagev2,$79,0
NETGEAR Nighthawk XR450 AC2400 Dual-Band MU-MIMO WiFi Gaming Router,https://slickdeals.net/f/13989005-netgear-nigthawk-pro-gaming-router-for-139-99?src=catpagev2,$140,38
"30"" AXM 3018 2560 x 1600 IPS Monitor @Newegg $244.99",https://slickdeals.net/f/13990214-30-axm-3018-2560-x-1600-ips-monitor-newegg-244-99?src=catpagev2,$244.99,2
Intel Core i5-9400F Desktop Processor without Graphics - $124.99 + Free Shipping @ Best Buy,https://slickdeals.net/f/13990037-intel-core-i5-9400f-desktop-processor-without-graphics-124-99-free-shipping-best-buy?src=catpagev2,$124.99,3
GlassWire Elite: 3-Yr Subscription $22.50,https://slickdeals.net/f/13989164-glasswire-elite-3-yr-subscription-22-50?src=catpagev2,$22.50,12
"ASUS - ROG G531GT 15.6"" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive - Black $750",https://slickdeals.net/f/13988192-asus-rog-g531gt-15-6-gaming-laptop-intel-core-i7-8gb-memory-nvidia-geforce-gtx-1650-512gb-solid-state-drive-black-750?src=catpagev2,$749.99,24
HP 512GB MX330 Class 10 U3 MicroSDXC Flash Memory Card - Perfect for Nintendo Switch $69.99,https://slickdeals.net/f/13988408-hp-512gb-mx330-class-10-u3-microsdxc-flash-memory-card-perfect-for-nintendo-switch-69-99?src=catpagev2,$69.99,15
Canakit Raspberry Pi 4 Kit (2GB): $44.99 + free shipping @Bestbuy.com,https://slickdeals.net/f/13988846-canakit-raspberry-pi-4-kit-2gb-44-99-free-shipping-bestbuy-com?src=catpagev2,$44.99,4
The QuickBooks 2020 Essentials Bundle: Beginner to Bookkeeper (Lifetime Access) $18,https://slickdeals.net/f/13989773-the-quickbooks-2020-essentials-bundle-beginner-to-bookkeeper-lifetime-access-18?src=catpagev2,N/A,0
Cooler Master MasterCase H100 Mini-ITX Case w/ 200mm RGB Fan @Newegg $57 AR,https://slickdeals.net/f/13987865-cooler-master-mastercase-h100-mini-itx-case-w-200mm-rgb-fan-newegg-57-ar?src=catpagev2,$49.99,19
Fractal Design Core 1100 Black Micro ATX Mini Tower Case @Newegg $43,https://slickdeals.net/f/13987805-fractal-design-core-1100-black-micro-atx-mini-tower-case-newegg-43?src=catpagev2,$35.99,16
"Wacom PTH451 Intuos Pro Professional Pen & Touch Tablet (Black, Small) $130 (new) or $118 (refurb)",https://slickdeals.net/f/13988549-wacom-pth451-intuos-pro-professional-pen-touch-tablet-black-small-130-new-or-118-refurb?src=catpagev2,N/A,3
Netgear Nighthawk AC3000 for $179.88,https://slickdeals.net/f/13988990-netgear-nighthawk-ac3000-for-179-88?src=catpagev2,$179.88,2
The Official Unity Game Development Bundle (Lifetime Access) $15,https://slickdeals.net/f/13989389-the-official-unity-game-development-bundle-lifetime-access-15?src=catpagev2,N/A,1
CORSAIR - Scimitar PRO Wired Optical Gaming Mouse with RGB Lighting - Yellow - FS $49.99,https://slickdeals.net/f/13989227-corsair-scimitar-pro-wired-optical-gaming-mouse-with-rgb-lighting-yellow-fs-49-99?src=catpagev2,$49.99,1
Google Nest Wifi Router and Access Point Bundle $199,https://slickdeals.net/f/13989077-google-nest-wifi-router-and-access-point-bundle-199?src=catpagev2,$199,0
Vulcan 80 Gaming Mechanical Switch Keyboard w/ Backlit  - $50 FS,https://slickdeals.net/f/13988561-vulcan-80-gaming-mechanical-switch-keyboard-w-backlit-50-fs?src=catpagev2,N/A,0
"ASUS ZenBook S13 UX392FN-XS71 13.9"" i7-8565U MX150 8GB RAM, 512GB SSD Laptop - $979.99 + FS",https://slickdeals.net/f/13987811-asus-zenbook-s13-ux392fn-xs71-13-9-i7-8565u-mx150-8gb-ram-512gb-ssd-laptop-979-99-fs?src=catpagev2,$979.99,4
"TP-Link Kasa Smart 3-Way Switch $19.99, Mini Smart Plug 4-Pack $37.99, Dual Outlet Smart Plug $24.99 & More + FSSS",https://slickdeals.net/f/13986602-tp-link-kasa-smart-3-way-switch-19-99-mini-smart-plug-4-pack-37-99-dual-outlet-smart-plug-24-99-more-fsss?src=catpagev2,$19.99,29
